policy,seed,delta_hedged_pnl_vs_oracle_gap,delta_lp_vs_hold_vs_oracle_gap,delta_fee_revenue_vs_oracle_gap,delta_lvr_vs_oracle_gap,delta_volume_vs_oracle_gap
tabular_rl,5285,-0.1557,0.0001,-0.1616,-0.0059,-594.5321
tabular_rl,5286,-0.1519,0.0002,-0.1681,-0.0162,-559.3362
tabular_rl,5287,-0.1569,-0.0000,-0.1395,0.0175,-598.6199
tabular_rl,5288,-0.1500,0.0001,-0.1574,-0.0074,-571.6962
tabular_rl,5289,-0.1417,0.0002,-0.1220,0.0197,-584.7602
tabular_rl,5290,-0.1372,-0.0000,-0.1418,-0.0046,-581.7554
tabular_rl,5291,-0.1484,0.0002,-0.1572,-0.0088,-604.8420
tabular_rl,5292,-0.1501,0.0002,-0.1583,-0.0083,-573.9374
tabular_rl,5293,-0.1512,0.0010,-0.1652,-0.0140,-599.3366
tabular_rl,5294,-0.1519,0.0001,-0.1839,-0.0320,-567.2728
tabular_rl,5295,-0.1530,0.0010,-0.1439,0.0091,-602.1510
tabular_rl,5296,-0.1408,0.0002,-0.1392,0.0016,-579.6923
tabular_rl,5297,-0.1615,0.0000,-0.1540,0.0075,-567.2005
tabular_rl,5298,-0.1445,0.0002,-0.1534,-0.0089,-603.9634
tabular_rl,5299,-0.1440,-0.0000,-0.1222,0.0217,-600.5138
tabular_rl,5300,-0.1653,-0.0000,-0.1734,-0.0081,-594.6360
tabular_rl,5301,-0.1597,-0.0000,-0.1691,-0.0094,-600.4102
tabular_rl,5302,-0.1450,-0.0000,-0.1747,-0.0297,-564.3835
tabular_rl,5303,-0.1602,0.0010,-0.1634,-0.0032,-600.1727
tabular_rl,5304,-0.1411,-0.0000,-0.1607,-0.0196,-604.5881
tabular_rl,5305,-0.1525,0.0002,-0.1881,-0.0356,-606.0932
tabular_rl,5306,-0.1401,0.0001,-0.0949,0.0452,-580.4347
tabular_rl,5307,-0.1420,0.0001,-0.1686,-0.0266,-593.3401
tabular_rl,5308,-0.1467,0.0002,-0.1447,0.0020,-577.4515
tabular_rl,5309,-0.1500,-0.0000,-0.1254,0.0246,-610.5213
tabular_rl,5310,-0.1442,0.0002,-0.1578,-0.0136,-578.8710
tabular_rl,5311,-0.1483,-0.0000,-0.1750,-0.0267,-598.8624
tabular_rl,5312,-0.1351,-0.0000,-0.1227,0.0124,-580.8992
tabular_rl,5313,-0.1589,-0.0000,-0.1781,-0.0192,-610.7109
tabular_rl,5314,-0.1401,-0.0000,-0.1339,0.0061,-593.3680
tabular_rl,5315,-0.1385,0.0010,-0.1341,0.0044,-563.5572
tabular_rl,5316,-0.1598,0.0010,-0.1311,0.0287,-573.8336
tabular_rl,5317,-0.1481,0.0010,-0.1241,0.0240,-578.1659
tabular_rl,5318,-0.1518,0.0001,-0.0764,0.0754,-582.1730
tabular_rl,5319,-0.1449,-0.0000,-0.1235,0.0213,-608.8978
tabular_rl,5320,-0.1369,0.0002,-0.1128,0.0242,-587.6147
tabular_rl,5321,-0.1411,-0.0000,-0.1404,0.0007,-576.3158
tabular_rl,5322,-0.1470,-0.0000,-0.1513,-0.0043,-585.8111
tabular_rl,5323,-0.1366,0.0001,-0.1361,0.0005,-572.9675
tabular_rl,5324,-0.1358,0.0010,-0.1390,-0.0032,-610.0951
tabular_rl,5325,-0.1411,0.0001,-0.1416,-0.0005,-593.4201
tabular_rl,5326,-0.1475,-0.0000,-0.1675,-0.0200,-606.0786
tabular_rl,5327,-0.1402,-0.0000,-0.1394,0.0008,-578.1767
tabular_rl,5328,-0.1537,-0.0000,-0.1224,0.0314,-590.2576
tabular_rl,5329,-0.1321,-0.0000,-0.1427,-0.0105,-623.9884
tabular_rl,5330,-0.1450,0.0002,-0.1439,0.0010,-568.5594
tabular_rl,5331,-0.1519,-0.0000,-0.1565,-0.0046,-596.4667
tabular_rl,5332,-0.1388,0.0002,-0.1330,0.0058,-619.4371
tabular_rl,5333,-0.1397,-0.0000,-0.1662,-0.0265,-576.1452
tabular_rl,5334,-0.1459,-0.0000,-0.1371,0.0088,-586.1017
tabular_rl,5335,-0.1618,-0.0000,-0.1437,0.0181,-573.9520
tabular_rl,5336,-0.1623,0.0002,-0.1723,-0.0099,-590.0416
tabular_rl,5337,-0.1183,0.0001,-0.1576,-0.0393,-593.3397
tabular_rl,5338,-0.1565,0.0002,-0.1325,0.0240,-593.9928
tabular_rl,5339,-0.1314,0.0002,-0.1160,0.0154,-571.8403
tabular_rl,5340,-0.1436,0.0001,-0.1395,0.0041,-587.4395
tabular_rl,5341,-0.1335,0.0002,-0.1390,-0.0055,-631.2635
tabular_rl,5342,-0.1554,-0.0000,-0.1604,-0.0049,-612.4896
tabular_rl,5343,-0.1560,-0.0000,-0.1826,-0.0266,-589.2710
tabular_rl,5344,-0.1370,0.0002,-0.1330,0.0040,-591.3827
tabular_rl,5345,-0.1463,0.0002,-0.1316,0.0147,-564.8853
tabular_rl,5346,-0.1474,-0.0000,-0.1587,-0.0113,-515.3242
tabular_rl,5347,-0.1343,0.0001,-0.1022,0.0321,-570.6318
tabular_rl,5348,-0.1433,0.0010,-0.0890,0.0542,-593.7459
tabular_rl,5349,-0.1620,0.0010,-0.1433,0.0188,-566.5056
tabular_rl,5350,-0.1465,0.0002,-0.1297,0.0168,-588.0206
tabular_rl,5351,-0.1587,0.0010,-0.1420,0.0167,-583.5866
tabular_rl,5352,-0.1662,0.0010,-0.1761,-0.0099,-572.9939
tabular_rl,5353,-0.1583,0.0002,-0.1554,0.0029,-569.2511
tabular_rl,5354,-0.1551,0.0001,-0.1436,0.0115,-622.0524
tabular_rl,5355,-0.1560,0.0001,-0.1781,-0.0220,-604.5875
tabular_rl,5356,-0.1670,0.0002,-0.1905,-0.0235,-589.4522
tabular_rl,5357,-0.1500,0.0002,-0.1741,-0.0242,-580.5890
tabular_rl,5358,-0.1443,0.0002,-0.1700,-0.0257,-601.3578
tabular_rl,5359,-0.1406,0.0002,-0.1648,-0.0241,-602.7559
tabular_rl,5360,-0.1519,0.0001,-0.1406,0.0113,-596.5937
tabular_rl,5361,-0.1554,0.0001,-0.1299,0.0254,-563.9229
tabular_rl,5362,-0.1364,0.0002,-0.1712,-0.0348,-585.5052
tabular_rl,5363,-0.1518,0.0002,-0.1286,0.0232,-601.9033
tabular_rl,5364,-0.1478,0.0002,-0.1522,-0.0044,-580.0125
tabular_rl,5365,-0.1518,0.0001,-0.1345,0.0173,-530.6358
tabular_rl,5366,-0.1637,-0.0000,-0.1604,0.0033,-561.6872
tabular_rl,5367,-0.1490,0.0010,-0.1877,-0.0387,-570.6505
tabular_rl,5368,-0.1510,0.0010,-0.1499,0.0011,-589.7986
tabular_rl,5369,-0.1586,-0.0000,-0.1761,-0.0175,-609.4103
tabular_rl,5370,-0.1292,-0.0000,-0.1246,0.0046,-602.3594
tabular_rl,5371,-0.1397,-0.0000,-0.1429,-0.0032,-557.5641
tabular_rl,5372,-0.1375,0.0002,-0.1732,-0.0357,-599.6951
tabular_rl,5373,-0.1456,-0.0000,-0.1395,0.0061,-597.3933
tabular_rl,5374,-0.1524,0.0001,-0.1840,-0.0316,-632.9442
tabular_rl,5375,-0.1517,0.0002,-0.1422,0.0094,-570.3027
tabular_rl,5376,-0.1528,0.0002,-0.1734,-0.0206,-550.8996
tabular_rl,5377,-0.1672,0.0002,-0.2062,-0.0390,-583.1934
tabular_rl,5378,-0.1456,0.0001,-0.1715,-0.0259,-613.1359
tabular_rl,5379,-0.1497,-0.0000,-0.1237,0.0260,-595.8737
tabular_rl,5380,-0.1436,-0.0000,-0.1394,0.0043,-582.4625
tabular_rl,5381,-0.1585,-0.0000,-0.0555,0.1031,-581.3570
tabular_rl,5382,-0.1518,-0.0000,-0.1533,-0.0014,-611.1611
tabular_rl,5383,-0.1424,-0.0000,-0.1230,0.0194,-591.8253
tabular_rl,5384,-0.1441,-0.0000,-0.1719,-0.0278,-592.0635
tabular_rl,5385,-0.1446,-0.0000,-0.1374,0.0072,-593.8665
tabular_rl,5386,-0.1511,-0.0000,-0.1277,0.0234,-565.4310
tabular_rl,5387,-0.1398,0.0010,-0.1629,-0.0231,-618.8997
tabular_rl,5388,-0.1428,0.0002,-0.1799,-0.0372,-582.4355
tabular_rl,5389,-0.1435,-0.0000,-0.1395,0.0041,-603.0607
tabular_rl,5390,-0.1472,0.0001,-0.1505,-0.0033,-566.1553
tabular_rl,5391,-0.1413,0.0010,-0.1535,-0.0122,-606.7718
tabular_rl,5392,-0.1413,-0.0000,-0.1746,-0.0333,-581.5055
tabular_rl,5393,-0.1429,-0.0000,-0.1505,-0.0076,-572.3746
tabular_rl,5394,-0.1385,0.0001,-0.1429,-0.0044,-599.3794
tabular_rl,5395,-0.1385,-0.0000,-0.1373,0.0012,-566.7015
tabular_rl,5396,-0.1506,0.0002,-0.1268,0.0238,-559.6329
tabular_rl,5397,-0.1372,0.0002,-0.1383,-0.0011,-589.9083
tabular_rl,5398,-0.1333,-0.0000,-0.1474,-0.0141,-574.2891
tabular_rl,5399,-0.1453,0.0002,-0.1184,0.0269,-604.7938
tabular_rl,5400,-0.1468,-0.0000,-0.1714,-0.0246,-554.4087
tabular_rl,5401,-0.1490,0.0001,-0.1096,0.0394,-617.3060
tabular_rl,5402,-0.1332,-0.0000,-0.1488,-0.0156,-576.7719
tabular_rl,5403,-0.1288,-0.0000,-0.1286,0.0002,-574.3085
tabular_rl,5404,-0.1548,0.0002,-0.1976,-0.0428,-606.1963
tabular_rl,5405,-0.1483,0.0010,-0.1412,0.0070,-614.2385
tabular_rl,5406,-0.1553,0.0010,-0.1777,-0.0224,-587.2440
tabular_rl,5407,-0.1751,0.0002,-0.1683,0.0068,-596.3772
tabular_rl,5408,-0.1451,-0.0000,-0.1801,-0.0350,-596.2655
tabular_rl,5409,-0.1438,-0.0000,-0.1500,-0.0063,-568.5044
tabular_rl,5410,-0.1525,0.0009,-0.1566,-0.0041,-578.9408
tabular_rl,5411,-0.1448,0.0002,-0.1629,-0.0181,-593.1819
tabular_rl,5412,-0.1604,0.0002,-0.1534,0.0070,-574.5882
tabular_rl,5413,-0.1657,0.0000,-0.1729,-0.0072,-577.6359
tabular_rl,5414,-0.1460,0.0002,-0.1599,-0.0139,-577.3624
tabular_rl,5415,-0.1288,-0.0000,-0.1342,-0.0054,-612.1937
tabular_rl,5416,-0.1485,0.0010,-0.1294,0.0191,-610.1501
tabular_rl,5417,-0.1547,0.0001,-0.1358,0.0189,-602.0133
tabular_rl,5418,-0.1450,0.0002,-0.1603,-0.0153,-601.5581
tabular_rl,5419,-0.1558,-0.0000,-0.1473,0.0085,-610.5005
tabular_rl,5420,-0.1501,-0.0000,-0.1360,0.0141,-589.6269
tabular_rl,5421,-0.1503,0.0000,-0.1609,-0.0106,-545.6977
tabular_rl,5422,-0.1396,0.0002,-0.1355,0.0041,-587.9432
tabular_rl,5423,-0.1552,0.0002,-0.1538,0.0015,-615.4987
tabular_rl,5424,-0.1465,0.0010,-0.1698,-0.0232,-605.1411
tabular_rl,5425,-0.1550,-0.0000,-0.1284,0.0266,-590.0758
tabular_rl,5426,-0.1558,0.0001,-0.1566,-0.0008,-565.3790
tabular_rl,5427,-0.1576,0.0009,-0.1789,-0.0214,-591.3645
tabular_rl,5428,-0.1571,0.0002,-0.1766,-0.0196,-607.6608
tabular_rl,5429,-0.1655,0.0010,-0.1875,-0.0219,-578.4249
tabular_rl,5430,-0.1395,0.0002,-0.1358,0.0037,-581.6265
tabular_rl,5431,-0.1568,-0.0000,-0.1326,0.0241,-551.2945
tabular_rl,5432,-0.1337,-0.0000,-0.1362,-0.0025,-605.7715
tabular_rl,5433,-0.1403,-0.0000,-0.1340,0.0063,-593.8201
tabular_rl,5434,-0.1395,0.0002,-0.1471,-0.0075,-612.8404
tabular_rl,5435,-0.1371,0.0002,-0.1625,-0.0254,-610.7572
tabular_rl,5436,-0.1452,-0.0000,-0.1581,-0.0129,-605.5274
tabular_rl,5437,-0.1530,0.0010,-0.1371,0.0159,-599.8845
tabular_rl,5438,-0.1490,-0.0000,-0.1507,-0.0017,-618.3374
tabular_rl,5439,-0.1503,-0.0000,-0.1773,-0.0270,-587.1682
tabular_rl,5440,-0.1490,-0.0000,-0.1207,0.0282,-568.1122
tabular_rl,5441,-0.1570,0.0001,-0.1472,0.0098,-582.8161
tabular_rl,5442,-0.1552,-0.0000,-0.1745,-0.0193,-579.3146
tabular_rl,5443,-0.1216,-0.0000,-0.1448,-0.0232,-568.5706
tabular_rl,5444,-0.1530,0.0010,-0.1700,-0.0171,-587.0025
tabular_rl,5445,-0.1534,0.0010,-0.1524,0.0010,-598.5692
tabular_rl,5446,-0.1262,0.0010,-0.1583,-0.0321,-598.3547
tabular_rl,5447,-0.1360,0.0002,-0.1319,0.0041,-624.9418
tabular_rl,5448,-0.1430,0.0206,-0.1813,-0.0383,-621.3895
tabular_rl,5449,-0.1491,-0.0000,-0.1261,0.0230,-586.4960
tabular_rl,5450,-0.1413,0.0010,-0.1203,0.0210,-584.5837
tabular_rl,5451,-0.1620,0.0002,-0.1546,0.0075,-584.5950
tabular_rl,5452,-0.1303,0.0010,-0.1387,-0.0084,-548.8127
tabular_rl,5453,-0.1658,0.0001,-0.1910,-0.0252,-583.5744
tabular_rl,5454,-0.1267,0.0002,-0.1697,-0.0429,-587.5519
tabular_rl,5455,-0.1438,-0.0000,-0.1369,0.0069,-573.5967
tabular_rl,5456,-0.1340,0.0009,-0.1339,0.0002,-597.1077
tabular_rl,5457,-0.1491,-0.0000,-0.1354,0.0137,-578.4646
tabular_rl,5458,-0.1377,0.0001,-0.1729,-0.0352,-570.4483
tabular_rl,5459,-0.1674,-0.0000,-0.1343,0.0331,-629.1920
tabular_rl,5460,-0.1575,-0.0000,-0.1553,0.0022,-605.0343
tabular_rl,5461,-0.1378,0.0010,-0.1526,-0.0148,-627.0565
tabular_rl,5462,-0.1431,0.0002,-0.0893,0.0538,-585.1650
tabular_rl,5463,-0.1394,-0.0000,-0.1383,0.0011,-597.8274
tabular_rl,5464,-0.1551,0.0001,-0.1348,0.0203,-599.8301
tabular_rl,5465,-0.1555,0.0001,-0.1424,0.0132,-561.9197
tabular_rl,5466,-0.1350,-0.0000,-0.1742,-0.0391,-591.3801
tabular_rl,5467,-0.1394,0.0002,-0.1336,0.0058,-594.1909
tabular_rl,5468,-0.1371,-0.0000,-0.1732,-0.0361,-579.5136
tabular_rl,5469,-0.1418,0.0001,-0.1676,-0.0259,-568.9053
tabular_rl,5470,-0.1481,-0.0000,-0.1766,-0.0285,-564.6786
tabular_rl,5471,-0.1362,-0.0000,-0.1579,-0.0217,-609.5080
tabular_rl,5472,-0.1280,0.0010,-0.1313,-0.0032,-610.8009
tabular_rl,5473,-0.1589,0.0002,-0.1438,0.0150,-581.0945
tabular_rl,5474,-0.1342,-0.0000,-0.1622,-0.0280,-612.8893
tabular_rl,5475,-0.1314,-0.0000,-0.0922,0.0391,-591.3201
tabular_rl,5476,-0.1520,0.0065,-0.1654,-0.0134,-601.8228
tabular_rl,5477,-0.1529,0.0002,-0.1793,-0.0264,-602.3942
tabular_rl,5478,-0.1488,0.0001,-0.1458,0.0030,-571.7194
tabular_rl,5479,-0.1376,0.0001,-0.1640,-0.0263,-577.8116
tabular_rl,5480,-0.1513,0.0002,-0.1334,0.0179,-590.2325
tabular_rl,5481,-0.1523,0.0010,-0.1562,-0.0039,-611.6261
tabular_rl,5482,-0.1551,0.0001,-0.1847,-0.0296,-562.2991
tabular_rl,5483,-0.1461,0.0002,-0.1344,0.0117,-610.0099
tabular_rl,5484,-0.1666,-0.0000,-0.1711,-0.0046,-583.8544
tabular_rl,5485,-0.1425,-0.0000,-0.1524,-0.0098,-592.0768
tabular_rl,5486,-0.1602,0.0010,-0.1364,0.0237,-610.1994
tabular_rl,5487,-0.1412,-0.0000,-0.1186,0.0226,-596.6543
tabular_rl,5488,-0.1379,0.0010,-0.1649,-0.0269,-626.9302
tabular_rl,5489,-0.1698,0.0002,-0.1212,0.0487,-570.8618
tabular_rl,5490,-0.1518,0.0001,-0.1745,-0.0227,-574.6146
tabular_rl,5491,-0.1555,-0.0000,-0.1855,-0.0300,-583.9281
tabular_rl,5492,-0.1380,0.0001,-0.1534,-0.0155,-596.7703
tabular_rl,5493,-0.1454,0.0010,-0.1000,0.0453,-584.2823
tabular_rl,5494,-0.1480,0.0010,-0.1403,0.0076,-604.1065
tabular_rl,5495,-0.1520,0.0002,-0.1864,-0.0344,-588.1203
tabular_rl,5496,-0.1450,0.0002,-0.1569,-0.0119,-582.0194
tabular_rl,5497,-0.1372,-0.0000,-0.1374,-0.0002,-611.6457
tabular_rl,5498,-0.1471,0.0010,-0.1180,0.0292,-589.0572
tabular_rl,5499,-0.1510,0.0010,-0.1511,-0.0001,-610.5724
